"standard_id","area_id","tier_pct","household_size_min","household_size_max","amount","effective_date","expires_date","variant","source_url","notes"
"USDA-502-GUARANTEED","OR-LINCOLN","80","1","4","69050","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Lincoln County, OR (LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-LINCOLN","80","5","8","91150","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Lincoln County, OR (LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-LINCOLN","115","1","4","122800","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Lincoln County, OR (MOD.INC-GUAR.LOAN), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-LINCOLN","115","5","8","162100","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Lincoln County, OR (MOD.INC-GUAR.LOAN), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-UNION","50","1","4","43050","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Union County, OR (VERY LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-UNION","50","5","8","56850","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Union County, OR (VERY LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-UNION","80","1","4","68900","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Union County, OR (LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-UNION","80","5","8","90950","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Union County, OR (LOW INCOME), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-UNION","115","1","4","122800","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Union County, OR (MOD.INC-GUAR.LOAN), HB-1-3555 Appendix 5 PN 657"
"USDA-502-GUARANTEED","OR-UNION","115","5","8","162100","2026-07-13","","guaranteed","https://www.rd.usda.gov/resources/directives/handbooks","FY2026 USDA guaranteed, Union County, OR (MOD.INC-GUAR.LOAN), HB-1-3555 Appendix 5 PN 657"
